2023-07-29 19:42:21,821 INFO [main] org.apache.nifi.NiFi Launching NiFi...
2023-07-29 19:42:22,536 INFO [main] o.a.n.p.AbstractBootstrapPropertiesLoader Determined default application properties path to be '/opt/nifi/nifi-current/./conf/nifi.properties'
2023-07-29 19:42:22,548 INFO [main] o.a.nifi.properties.NiFiPropertiesLoader Loaded 202 properties from /opt/nifi/nifi-current/./conf/nifi.properties
2023-07-29 19:42:22,568 INFO [main] org.apache.nifi.NiFi Loaded 202 properties
2023-07-29 19:42:22,587 INFO [main] org.apache.nifi.BootstrapListener Started Bootstrap Listener, Listening for incoming requests on port 43605
2023-07-29 19:42:22,621 INFO [main] org.apache.nifi.BootstrapListener Successfully initiated communication with Bootstrap
2023-07-29 19:42:22,646 INFO [main] org.apache.nifi.nar.NarUnpacker Expanding 104 NAR files with all processors...
2023-07-29 19:42:50,164 INFO [main] org.apache.nifi.nar.NarUnpacker NAR loading process took 27517399900 nanoseconds (27 seconds).
2023-07-29 19:42:50,736 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/extensions/nifi-jetty-bundle-1.14.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/extensions/nifi-jetty-bundle-1.14.0.nar-unpacked]
2023-07-29 19:42:50,758 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/framework/nifi-framework-nar-1.14.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/framework/nifi-framework-nar-1.14.0.nar-unpacked]
2023-07-29 19:42:50,903 INFO [main] org.apache.nifi.nar.NarClassLoaders Loaded NAR file: /opt/nifi/nifi-current/./work/nar/extensions/nifi-ldap-iaa-providers-nar-1.14.0.nar-unpacked as class loader org.apache.nifi.nar.NarClassLoader[./work/nar/extensions/nifi-ldap-iaa-providers-nar-1.14.0.nar-unpacked]
